,company_name,company_year_founded,company_employees,company_hq,company_annual_revenue,industry,company_total_visits,company_bounce_rate,company_pages_per_visit,company_avg_visit_duration_in_seconds,company_3_month_ago,company_2_month_ago,company_1_month_ago,company_demographics_gender_female,company_demographics_gender_male,company_age_distribution_18_24,company_age_distribution_25_34,company_age_distribution_35_44
3183,LockheedMartinCorp,1912,10001,UnitedStatesMarylandBethesda,1.0,HeavyIndustryandEngineering,1.0,63.86,2.19,99.0,1.1,922.7,1.0,31.33,68.67,22.32,28.51,20.25
3184,ThalesGroup,1893,10001,FranceLaDefense,1.0,HeavyIndustryandEngineering,996.9,63.18,3.23,108.0,1.2,1.0,996.9,34.96,65.04,20.74,34.31,21.34
3186,AircraftSpruceSpecialtyCo,1965,500,UnitedStatesCaliforniaCorona,50.0,HeavyIndustryandEngineering,640.8,47.04,4.8,320.0,582.6,517.7,640.8,21.34,78.66,13.91,21.76,19.18
3187,BAESystemsplc,1999,10001,UnitedKingdomLondon,1.0,HeavyIndustryandEngineering,626.9,55.17,3.27,157.0,721.4,647.9,626.9,31.91,68.09,20.77,30.07,19.64
3189,SITA,1949,5000,SwitzerlandCointrin,1.0,HeavyIndustryandEngineering,479.8,54.15,6.97,123.0,481.1,255.3,479.8,40.04,59.96,21.12,32.26,19.88
3190,BravoCompanyUsaInc,2003,200,UnitedStatesWisconsinHartland,75.0,HeavyIndustryandEngineering,432.4,47.78,3.87,211.0,583.0,567.2,432.4,12.60,87.40,16.19,23.75,18.03
3192,Rosatom,2007,10001,RussiaMoscow,1.0,HeavyIndustryandEngineering,413.0,45.40,3.83,282.0,415.1,374.2,413.0,40.88,59.12,11.70,37.72,22.38
3193,BombardierInc,1942,10001,CanadaDorval,1.0,HeavyIndustryandEngineering,404.2,42.41,5.75,159.0,320.2,314.1,404.2,31.96,68.04,19.65,30.43,19.41
3194,LeonardoSpA,1948,10001,ItalyRome,1.0,HeavyIndustryandEngineering,389.5,36.64,2.31,90.0,303.4,313.6,389.5,36.11,63.89,19.14,31.56,21.91
3197,BoeingDistributionServicesInc,1974,1000,UnitedStatesFloridaMiami,500.0,HeavyIndustryandEngineering,306.1,59.39,3.05,292.0,205.1,147.0,306.1,33.03,66.97,21.39,29.97,20.09
3199,RockwellCollinsInc,1933,10001,UnitedStatesIowaCedarRapids,1.0,HeavyIndustryandEngineering,241.7,36.32,6.43,368.0,215.9,201.3,241.7,34.99,65.01,17.95,27.91,20.68
3200,IsraelAerospaceIndustries,1953,10001,IsraelTelAviv,1.0,HeavyIndustryandEngineering,241.7,51.82,3.45,178.0,195.1,168.3,241.7,38.68,61.32,19.55,32.60,19.77
3201,EmbraerSA,1969,10001,BrazilPinheiros,1.0,HeavyIndustryandEngineering,231.2,46.58,3.24,148.0,323.1,236.0,231.2,41.77,58.23,19.08,32.08,20.25
3202,CollinsAerospace,2018,10001,UnitedStatesNorthCarolinaCharlotte,1.0,HeavyIndustryandEngineering,231.0,49.16,2.37,117.0,202.7,185.3,231.0,33.08,66.92,22.06,31.16,19.98
3203,InventoryLocatorServiceLLC,1979,500,UnitedStatesTennesseeMemphis,200.0,HeavyIndustryandEngineering,223.8,15.31,12.11,1552.0,219.3,202.4,223.8,33.10,66.90,21.43,30.39,20.84
3204,AviaPort,1998,50,RussiaMoscow,10.0,HeavyIndustryandEngineering,205.7,67.63,1.52,55.0,188.9,137.7,205.7,44.78,55.22,13.79,35.76,20.19
3205,AviationPros,2011,50,UnitedStatesWisconsinFortAtkinson,10.0,HeavyIndustryandEngineering,205.1,65.93,1.92,74.0,195.6,147.2,205.1,35.58,64.42,17.03,25.63,20.16
3206,DassaultAviationSA,1929,10001,FranceParis,1.0,HeavyIndustryandEngineering,203.7,50.48,3.04,125.0,140.0,109.7,203.7,35.67,64.33,21.61,29.03,19.30
3207,GeneralAtomics,1955,10001,UnitedStatesCaliforniaSanDiego,1.0,HeavyIndustryandEngineering,194.8,32.83,4.41,256.0,163.6,133.4,194.8,31.57,68.43,24.19,29.09,18.42
3208,CRRC,2015,10001,ChinaHaidian,1.0,HeavyIndustryandEngineering,192.7,28.82,4.51,173.0,382.2,276.7,192.7,38.39,61.61,20.51,42.73,21.49
3209,BallCorporation,1880,10001,UnitedStatesColoradoWestminster,1.0,HeavyIndustryandEngineering,191.7,33.54,4.83,231.0,202.1,164.9,191.7,39.83,60.17,19.40,30.54,20.94
3211,TextronInc,1923,10001,UnitedStatesRhodeIslandProvidence,1.0,HeavyIndustryandEngineering,185.0,29.29,10.74,2479.0,180.6,172.1,185.0,32.92,67.08,19.21,28.52,19.84
3213,PilatusAircraft,1939,5000,SwitzerlandStans,1.0,HeavyIndustryandEngineering,181.3,39.14,3.62,243.0,135.6,157.6,181.3,33.28,66.72,17.12,27.41,20.68
3214,Kongsberg,1814,10001,NorwayKongsberg,1.0,HeavyIndustryandEngineering,115.2,29.34,0.02,1.0,135.8,122.5,115.2,33.52,66.48,18.65,29.98,21.30
3215,BellFlight,1935,10000,UnitedStatesTexasFortWorth,1.0,HeavyIndustryandEngineering,167.6,37.50,2.7,130.0,194.1,152.7,167.6,31.60,68.40,18.08,28.86,19.65
3217,MoogInc,1951,10001,UnitedStatesNewYorkElma,1.0,HeavyIndustryandEngineering,157.2,50.73,4.42,215.0,147.0,149.7,157.2,26.78,73.22,20.30,29.71,20.40
3218,SonangolEP,1976,50,AngolaLuanda,200.0,HeavyIndustryandEngineering,156.6,29.25,7.85,812.0,78.6,76.4,156.6,41.28,58.72,20.84,29.57,19.35
3219,COMAC,2008,5000,ChinaShanghai,15.0,HeavyIndustryandEngineering,145.6,31.07,4.7,249.0,110.5,190.9,145.6,39.59,60.41,20.19,38.34,24.32
3221,GDGDGDGD,1952,10001,UnitedStatesVirginiaReston,1.0,HeavyIndustryandEngineering,137.3,44.66,4.22,162.0,106.8,104.8,137.3,30.35,69.65,22.07,28.73,20.50
3224,ExecutiveFlyersAviation,1964,50,UnitedStatesMassachusettsBedford,2.0,HeavyIndustryandEngineering,134.0,74.38,1.39,41.0,247.3,156.3,134.0,38.18,61.82,21.78,27.59,18.73
3227,CAMPSystems,1967,1000,UnitedStatesNewHampshireMerrimack,200.0,HeavyIndustryandEngineering,126.3,22.19,7.02,561.0,155.6,137.3,126.3,32.09,67.91,19.90,29.74,19.92
3233,Embrapa,1973,200,BrazilBrasilia,1.0,HeavyIndustryandEngineering,2.3,57.37,2.83,294.0,2.3,2.0,2.3,57.79,42.21,27.42,32.24,16.85
3234,CanalRural,1996,200,BrazilSoPaulo,10.0,HeavyIndustryandEngineering,2.2,50.25,1.65,41.0,3.3,2.3,2.2,50.30,49.70,20.42,34.03,18.98
3235,ProvenWinners,1992,50,UnitedStatesIllinoisSycamore,15.0,HeavyIndustryandEngineering,2.2,56.48,3.73,253.0,1.1,1.6,2.2,60.96,39.04,10.11,15.05,13.55
3240,Monrovia,1926,5000,UnitedStatesCaliforniaAzusa,500.0,HeavyIndustryandEngineering,1.5,65.60,3.19,165.0,1.0,1.3,1.5,56.40,43.60,7.80,15.42,14.87
3242,Agrofy,2014,500,ArgentinaRosario,25.0,HeavyIndustryandEngineering,1.4,56.99,2.18,148.0,1.2,1.5,1.4,36.73,63.27,13.82,27.43,21.13
3243,TakiiEurope,1982,50,UnitedStatesCaliforniaSalinas,50.0,HeavyIndustryandEngineering,1.4,67.34,4.07,111.0,866.0,1.1,1.4,38.80,61.20,8.39,18.17,17.68
3244,Kramp,1951,5000,NetherlandsVarsseveld,1.0,HeavyIndustryandEngineering,1.4,26.20,8.46,600.0,1.4,1.2,1.4,32.69,67.31,14.56,25.46,21.50
3245,MFRural,2004,50,Brazil,1.0,HeavyIndustryandEngineering,1.3,54.58,2.13,268.0,1.5,1.6,1.3,44.58,55.42,15.54,30.99,23.53
3248,LandAndFarmcom,1998,10,UnitedStatesGeorgiaBarnesville,50.0,HeavyIndustryandEngineering,1.2,42.22,5.82,386.0,1.6,1.4,1.2,38.23,61.77,11.23,18.21,17.63
3249,MachinioInc,2013,200,UnitedStatesIllinoisChicago,10.0,HeavyIndustryandEngineering,1.2,44.88,10.84,202.0,1.0,1.0,1.2,24.02,75.98,12.66,22.40,20.79
3250,AgroFoto,2006,50,PolandWroclaw,5.0,HeavyIndustryandEngineering,1.2,51.20,6.35,243.0,993.4,956.5,1.2,37.39,62.61,27.17,28.03,16.77
3251,STIHLUSA,1974,10001,UnitedStatesVirginiaVirginiaBeach,1.0,HeavyIndustryandEngineering,1.1,50.02,3.64,208.0,593.6,695.7,1.1,28.56,71.44,12.96,21.07,21.37
3254,Avgust,1990,500,RussiaMoscow,200.0,HeavyIndustryandEngineering,1.1,75.78,1.58,64.0,166.3,324.1,1.1,51.72,48.28,11.33,27.28,18.06
3256,BigIroncomInc,1982,200,UnitedStatesNebraskaStEdward,25.0,HeavyIndustryandEngineering,910.1,38.74,7.95,356.0,1.1,1.1,910.1,19.13,80.87,10.46,14.88,16.09
3258,Agroadscom,2005,50,ArgentinaRafaela,5.0,HeavyIndustryandEngineering,854.7,46.57,3.92,246.0,662.8,701.5,854.7,34.99,65.01,14.51,26.60,22.42
3259,TractorByNet,1998,50,UnitedStatesCaliforniaCarlsbad,5.0,HeavyIndustryandEngineering,844.2,62.44,2.58,216.0,661.3,704.5,844.2,18.26,81.74,9.40,15.41,14.76
3262,Agrolink,1998,50,BrazilPortoAlegre,5.0,HeavyIndustryandEngineering,777.7,64.09,3.06,239.0,681.0,710.7,777.7,48.16,51.84,16.20,31.63,21.84
3264,AgroNotizie,1988,50,ItalyFaenza,5.0,HeavyIndustryandEngineering,760.1,69.53,2.34,126.0,505.2,564.6,760.1,38.80,61.20,12.98,20.47,21.33
3265,HamptonCourtPalace,1998,1000,UnitedKingdomEastMolesey,25.0,HeavyIndustryandEngineering,1.7,42.87,3.31,151.0,744.4,1.0,1.7,58.77,41.23,17.14,27.51,18.24
3269,ArchitizerInc,2009,50,UnitedStatesNewYorkBrooklyn,25.0,HeavyIndustryandEngineering,1.2,59.23,4.14,113.0,1.1,1.2,1.2,44.96,55.04,22.03,32.80,19.04
3270,Archello,2009,50,NetherlandsAmsterdam,5.0,HeavyIndustryandEngineering,896.2,56.14,5.05,126.0,964.6,775.7,896.2,47.71,52.29,22.99,33.76,19.09
3274,Archinect,1997,500,UnitedStatesCaliforniaLosAngeles,25.0,HeavyIndustryandEngineering,731.4,63.31,2.92,110.0,721.1,665.9,731.4,44.60,55.40,23.00,31.86,18.48
3275,Domus,1928,50,ItalyMilan,5.0,HeavyIndustryandEngineering,692.7,72.14,1.9,76.0,552.2,697.3,692.7,50.78,49.22,20.37,32.41,19.94
3277,SearchArchitectureBuscadordeArquitectura,2004,50,UnitedStatesMaineMexico,10.0,HeavyIndustryandEngineering,603.3,36.94,8.22,204.0,582.9,487.6,603.3,48.68,51.32,29.50,32.94,16.99
3279,WikiArquitectura,2007,50,SpainBarcelona,1.0,HeavyIndustryandEngineering,583.2,56.07,5.38,219.0,516.4,461.7,583.2,51.35,48.65,29.80,30.42,16.82
3280,Arch2o,2012,50,UnitedStatesNewJerseyBurlington,5.0,HeavyIndustryandEngineering,549.3,65.24,2.05,68.0,462.4,416.2,549.3,44.37,55.63,27.39,33.06,17.56
3282,ArquitecturaViva,1986,50,SpainMadrid,5.0,HeavyIndustryandEngineering,534.5,53.87,4.08,175.0,408.3,409.1,534.5,47.99,52.01,23.29,31.02,19.15
3284,ProfessioneArchitetto,2000,10,Italy,5.0,HeavyIndustryandEngineering,506.7,66.14,2.33,175.0,521.2,412.3,506.7,35.89,64.11,11.45,25.41,26.72
3286,AIA,1919,10001,UnitedStatesCaliforniaSouthLakeTahoe,1.0,HeavyIndustryandEngineering,451.7,43.63,4.85,212.0,486.4,497.7,451.7,42.84,57.16,15.58,27.56,21.75
3288,Arkitera,2000,50,TurkeyIstanbul,5.0,HeavyIndustryandEngineering,431.5,54.42,3.38,301.0,456.9,422.5,431.5,39.53,60.47,21.81,37.03,19.33
3290,MonumentsNationaux,1914,5000,FranceLeThoronet,500.0,HeavyIndustryandEngineering,425.7,40.60,5.01,239.0,383.5,457.2,425.7,55.37,44.63,17.49,27.98,20.08
3291,ArchitectureCompetitionsBuildnerBeeBreeders,2011,50,IcelandMyvatn,5.0,HeavyIndustryandEngineering,425.6,53.37,2.56,173.0,236.6,270.4,425.6,43.25,56.75,23.16,32.35,18.88
3292,Archiru,1999,50,RussiaMoscow,10.0,HeavyIndustryandEngineering,422.7,59.68,2.68,107.0,389.2,352.3,422.7,49.68,50.32,14.89,39.38,19.95
3294,USGreenBuildingCouncilUSGBC,1993,500,UnitedStatesDistrictofColumbiaWashington,50.0,HeavyIndustryandEngineering,378.4,45.47,5.1,380.0,498.7,436.4,378.4,43.94,56.06,20.49,31.89,20.15
3295,InternationalFriendsoftheBibliothecaAlexandrina,2002,5000,UnitedStatesPennsylvaniaPittsburgh,10.0,HeavyIndustryandEngineering,371.1,53.19,2.5,150.0,340.0,296.6,371.1,41.63,58.37,26.65,31.51,16.33
3297,AmazingArchitecture,2010,50,CanadaMontreal,2.0,HeavyIndustryandEngineering,359.1,59.63,3.13,104.0,384.4,400.7,359.1,45.25,54.75,23.93,31.99,18.31
3298,EmpireStateBuildingCompanyLLC,1961,500,UnitedStatesNewYorkNewYork,50.0,HeavyIndustryandEngineering,355.4,56.42,3.26,120.0,397.5,364.6,355.4,51.29,48.71,21.39,28.46,19.64
3300,TheSpaces,2015,50,CanadaToronto,2.0,HeavyIndustryandEngineering,340.0,60.87,3.13,73.0,368.7,337.3,340.0,50.42,49.58,19.17,31.84,18.86
3303,ARCHITECTmagazine,2006,50,UnitedStatesWashingtonWashington,25.0,HeavyIndustryandEngineering,334.3,70.96,1.58,55.0,442.1,333.3,334.3,47.84,52.16,19.58,29.28,19.43
3304,Decoist,2009,50,UnitedKingdomLondon,2.0,HeavyIndustryandEngineering,328.3,40.31,3.3,78.0,639.2,469.3,328.3,55.49,44.51,15.46,26.10,18.90
3305,ArchitectureArtDesigns,2012,50,UnitedStatesCaliforniaCityofIndustry,15.0,HeavyIndustryandEngineering,325.2,66.22,1.54,40.0,278.1,331.1,325.2,54.45,45.55,17.47,26.42,18.17
3309,ATLBatteryIndia,2020,200,IndiaTsuenWan,200.0,HeavyIndustryandEngineering,1.4,3.41,19.88,211.0,1.4,1.6,1.4,39.14,60.86,21.51,39.82,21.25
3310,ULProspector,1986,200,Ireland33WestlandSquare,25.0,HeavyIndustryandEngineering,1.2,43.29,4.83,260.0,1.3,1.0,1.2,37.79,62.21,17.27,33.13,21.67
3311,Guidechem,2009,50,ChinaHangzhou,5.0,HeavyIndustryandEngineering,1.1,74.77,1.89,88.0,1.1,1.1,1.1,46.68,53.32,19.23,42.38,23.53
3313,BASFSE,1865,10001,GermanyLudwigshafen,1.0,HeavyIndustryandEngineering,1.0,49.78,3.63,153.0,1.1,954.2,1.0,43.64,56.36,20.33,33.19,20.62
3314,Jotun,1920,10001,NorwaySandefjord,1.0,HeavyIndustryandEngineering,957.6,47.44,3.28,162.0,756.7,747.3,957.6,41.03,58.97,20.05,32.39,19.18
3315,AsahiKasei,1922,10001,JapanYurakucho,1.0,HeavyIndustryandEngineering,944.5,67.51,3.0,91.0,812.2,814.8,944.5,35.28,64.72,8.80,25.51,23.47
3317,PPG,1883,10001,UnitedStatesPennsylvaniaPittsburgh,1.0,HeavyIndustryandEngineering,709.4,52.81,2.48,142.0,491.7,669.7,709.4,33.65,66.35,17.79,28.07,21.14
3320,GracoInc,1926,5000,UnitedStatesMinnesotaMinneapolis,1.0,HeavyIndustryandEngineering,595.8,44.72,4.69,272.0,642.4,554.4,595.8,27.24,72.76,14.40,26.65,21.91
3325,SpecialChemSA,2000,200,FranceParis,25.0,HeavyIndustryandEngineering,550.5,63.75,2.29,115.0,502.2,539.2,550.5,42.85,57.15,22.08,32.75,19.50
3326,Echemi,2007,200,ChinaQingdao,25.0,HeavyIndustryandEngineering,541.3,75.69,1.94,64.0,285.7,260.9,541.3,44.46,55.54,28.60,30.35,18.08
3327,AirgasInc,1982,10001,UnitedStatesPennsylvaniaRadnor,1.0,HeavyIndustryandEngineering,541.0,50.28,4.09,194.0,552.0,508.4,541.0,27.01,72.99,14.58,23.77,21.36
3328,Dow,1897,10001,UnitedStatesMichiganMidland,1.0,HeavyIndustryandEngineering,513.3,44.10,3.82,221.0,620.5,471.4,513.3,35.20,64.80,18.38,32.99,21.43
3329,DuPont,1802,10001,UnitedStatesDelawareWilmington,1.0,HeavyIndustryandEngineering,512.0,44.99,3.29,164.0,618.8,552.7,512.0,35.74,64.26,19.21,30.77,20.31
3331,DSM,1902,10001,NetherlandsHeerlen,1.0,HeavyIndustryandEngineering,481.7,57.87,2.16,107.0,585.1,606.5,481.7,44.60,55.40,21.95,33.74,19.38
3332,ProtoLabsInc,1999,5000,UnitedStatesMinnesotaMaplePlain,500.0,HeavyIndustryandEngineering,430.4,55.96,3.49,128.0,421.4,384.4,430.4,24.74,75.26,18.80,29.30,21.29
3333,ADAMA,1945,10000,IsraelTelAviv,1.0,HeavyIndustryandEngineering,420.8,54.44,1.93,64.0,256.5,218.6,420.8,42.65,57.35,19.82,30.30,20.02
3334,Locitte,1953,200,UnitedStatesOhioWestlake,1.0,HeavyIndustryandEngineering,420.4,61.96,2.27,56.0,461.2,403.9,420.4,26.24,73.76,13.82,22.77,18.91
3335,Agrosimex,1991,500,PolandBdw,75.0,HeavyIndustryandEngineering,415.8,68.11,2.42,100.0,190.1,346.2,415.8,41.74,58.26,24.88,26.30,15.57
3336,IQSDirectory,2000,50,UnitedStatesMichiganGrandRapids,10.0,HeavyIndustryandEngineering,402.0,71.46,1.84,102.0,434.0,444.8,402.0,32.12,67.88,24.25,30.75,18.63
3337,OilChem,1988,10,ChinaZibo,10.0,HeavyIndustryandEngineering,377.1,20.47,6.19,378.0,284.9,228.6,377.1,40.23,59.77,19.32,41.56,23.43
3339,SwagelokCompany,1947,5000,UnitedStatesOhioSolon,1.0,HeavyIndustryandEngineering,353.1,45.51,5.07,253.0,465.8,401.0,353.1,27.90,72.10,16.58,29.09,20.95
3340,USPlasticCorporation,1942,200,UnitedStatesOhioLima,50.0,HeavyIndustryandEngineering,350.1,56.88,3.86,194.0,382.4,288.6,350.1,32.54,67.46,13.04,21.71,19.92
3343,ValvolineInc,1866,10000,UnitedStatesKentuckyLexington,1.0,HeavyIndustryandEngineering,334.5,65.16,1.85,58.0,540.1,328.3,334.5,40.21,59.79,15.04,23.46,19.68
3344,NufarmLimited,1916,5000,AustraliaLaverton,1.0,HeavyIndustryandEngineering,334.0,64.61,2.42,71.0,343.6,349.8,334.0,41.31,58.69,17.10,25.70,19.80
3346,SasolLimited,1950,10001,SouthAfricaSandton,1.0,HeavyIndustryandEngineering,328.6,58.46,2.34,104.0,269.4,272.8,328.6,49.79,50.21,20.81,33.95,19.80
3347,SIBUR,1995,10001,RussiaMoscow,1.0,HeavyIndustryandEngineering,315.3,50.17,3.7,183.0,226.9,390.6,315.3,45.63,54.37,9.87,37.69,24.90
3349,Buildertrend,2006,1000,UnitedStatesNebraskaOmaha,200.0,HeavyIndustryandEngineering,2.4,25.46,7.79,674.0,2.4,2.2,2.4,45.94,54.06,12.25,22.86,20.85
3350,MilwaukeeTool,1924,10000,UnitedStatesWisconsinBrookfield,1.0,HeavyIndustryandEngineering,2.4,43.07,4.28,205.0,2.5,2.4,2.4,18.76,81.24,11.45,21.75,20.80
3351,ARCHONDesign,1990,200,PolandMyslenice,25.0,HeavyIndustryandEngineering,2.3,49.67,6.64,295.0,2.1,3.2,2.3,45.88,54.12,20.12,33.89,19.71
3352,ArchiproductsSpA,2009,200,ItalyBari,25.0,HeavyIndustryandEngineering,2.3,52.49,4.48,210.0,2.1,2.0,2.3,45.74,54.26,15.58,29.78,22.68
3354,ArchitecturalDesigns,1972,50,UnitedStatesConnecticutWilton,2.0,HeavyIndustryandEngineering,2.2,46.94,5.96,360.0,2.1,2.2,2.2,58.46,41.54,11.40,18.96,17.69
3355,BuildingConnectedInc,2012,500,UnitedStatesCaliforniaSanFrancisco,50.0,HeavyIndustryandEngineering,2.1,21.05,8.46,448.0,2.3,1.9,2.1,32.87,67.13,13.42,26.17,23.45
3356,ThomasNet,1898,500,UnitedStatesNewYorkNewYork,100.0,HeavyIndustryandEngineering,2.1,62.58,3.04,165.0,1.9,1.9,2.1,32.09,67.91,17.13,28.47,20.65
3358,MSCIndustrialDirect,1941,10000,UnitedStatesNewYorkMelville,1.0,HeavyIndustryandEngineering,1.9,38.86,4.76,253.0,2.3,1.8,1.9,18.51,81.49,11.14,20.08,20.83
3359,DEGHI,2011,200,ItalyNovoli,5.0,HeavyIndustryandEngineering,1.8,50.84,5.59,301.0,1.6,1.4,1.8,42.40,57.60,11.02,20.71,24.92
3360,Terminix,1927,10001,UnitedStatesTennesseeMemphis,1.0,HeavyIndustryandEngineering,1.8,63.74,2.72,100.0,1.5,1.6,1.8,47.01,52.99,14.03,20.66,17.90
3362,TravisPerkinsplc,1988,10001,UnitedKingdomNorthampton,1.0,HeavyIndustryandEngineering,1.8,44.80,3.12,204.0,1.5,1.6,1.8,25.93,74.07,5.79,17.02,21.03
3363,PointP,1979,5000,FranceParis,200.0,HeavyIndustryandEngineering,1.8,50.30,4.03,225.0,1.6,1.6,1.8,35.98,64.02,12.76,22.67,20.60
3365,Orkin,1901,10000,UnitedStatesGeorgiaAtlanta,1.0,HeavyIndustryandEngineering,1.7,68.08,1.57,47.0,994.9,1.3,1.7,47.49,52.51,15.66,23.31,18.60
3366,AmericassBestHousePlans,2007,50,UnitedStatesGeorgiaMarietta,1.0,HeavyIndustryandEngineering,1.7,50.44,6.02,405.0,1.9,2.0,1.7,57.36,42.64,12.87,18.30,16.56
3368,HouseplansLLC,2004,50,UnitedStatesCaliforniaPetaluma,10.0,HeavyIndustryandEngineering,1.6,49.13,5.46,292.0,2.0,1.8,1.6,52.23,47.77,15.14,23.22,18.08
3369,SikaAG,1910,10001,SwitzerlandBaar,1.0,HeavyIndustryandEngineering,1.6,53.08,3.0,173.0,1.4,1.3,1.6,38.13,61.87,16.52,29.70,21.53
3370,OrgillInc,1847,10000,UnitedStatesTennesseeCollierville,1.0,HeavyIndustryandEngineering,1.6,26.53,9.32,985.0,1.4,1.3,1.6,33.97,66.03,12.10,25.04,20.91
3371,Liebherr,1949,10001,GermanyBiberach,1.0,HeavyIndustryandEngineering,1.6,57.75,3.42,153.0,1.5,1.6,1.6,38.20,61.80,16.55,28.70,21.40
3372,UnitedRentalsInc,1997,10001,UnitedStatesConnecticutStamford,1.0,HeavyIndustryandEngineering,1.6,51.05,3.34,152.0,1.1,1.2,1.6,24.90,75.10,11.32,21.41,20.43
3373,TraneInc,1885,10001,IrelandDublin,1.0,HeavyIndustryandEngineering,1.6,59.28,3.37,149.0,666.4,816.2,1.6,26.76,73.24,12.11,22.58,20.76
3375,Iperceramica,2004,500,ItalyRozzano,75.0,HeavyIndustryandEngineering,1.5,49.23,4.73,158.0,1.5,1.3,1.5,41.54,58.46,11.78,20.47,24.04
3376,DEWALT,1924,10001,UnitedStatesMarylandTowson,1.0,HeavyIndustryandEngineering,1.5,53.31,2.95,169.0,1.4,1.3,1.5,20.62,79.38,9.84,20.13,20.97
3377,TheConstructor,2009,200,UnitedStatesMinnesotaLongLake,1.0,HeavyIndustryandEngineering,1.5,72.33,1.88,116.0,1.6,1.4,1.5,38.74,61.26,26.85,30.77,17.34
3380,CSCECEgypt,1986,10001,EgyptChaoyangDistrict,1.0,HeavyIndustryandEngineering,1.4,17.94,12.05,771.0,1.5,1.4,1.4,34.25,65.75,20.05,42.62,23.38
3381,TOTOLTD,1917,10001,JapanFukuoka,1.0,HeavyIndustryandEngineering,1.4,56.73,2.39,136.0,1.5,1.3,1.4,28.55,71.45,10.25,28.41,25.94
3384,SunbeltRentalsInc,1983,10001,UnitedStatesSouthCarolinaFortMill,1.0,HeavyIndustryandEngineering,1.3,45.08,4.03,180.0,1.0,1.1,1.3,24.56,75.44,10.79,21.54,21.86
3385,ACCAsoftwareSpA,1989,200,ItalyMontella,25.0,HeavyIndustryandEngineering,1.3,62.37,2.51,170.0,1.3,1.2,1.3,34.76,65.24,10.57,24.99,27.10
3386,Grundfos,1945,10001,DenmarkBjerringbro,1.0,HeavyIndustryandEngineering,1.3,40.30,7.77,340.0,1.5,1.2,1.3,34.44,65.56,16.41,29.39,21.99
3388,EON,2000,10001,GermanyEssen,1.0,HeavyIndustryandEngineering,2.8,31.54,8.34,384.0,2.9,2.9,2.8,30.49,69.51,13.99,19.71,18.34
3389,EnpalGmbH,2017,500,GermanyBerlin,500.0,HeavyIndustryandEngineering,2.7,80.65,1.43,74.0,2.7,2.6,2.7,32.39,67.61,15.64,23.32,18.28
3392,BP,1909,10001,UnitedKingdomLondon,1.0,HeavyIndustryandEngineering,2.5,55.86,3.46,156.0,2.7,2.4,2.5,41.80,58.20,17.77,29.42,20.36
3393,CleanTechnica,2010,50,UnitedStatesCaliforniaMoorpark,10.0,HeavyIndustryandEngineering,2.5,69.93,1.58,77.0,2.1,3.1,2.5,26.67,73.33,14.15,27.33,20.24
3394,Iberdrola,1840,10001,SpainBilbao,1.0,HeavyIndustryandEngineering,2.5,37.68,5.17,254.0,3.1,2.6,2.5,43.04,56.96,8.69,22.85,25.52
3395,TohokuElectricPower,1951,10001,JapanMiyagi,1.0,HeavyIndustryandEngineering,2.2,37.62,5.39,171.0,2.3,1.9,2.2,29.62,70.38,8.61,21.77,23.15
3396,CenterPointEnergy,1866,10000,UnitedStatesTexasHouston,1.0,HeavyIndustryandEngineering,2.2,19.85,6.85,283.0,2.3,2.0,2.2,44.44,55.56,13.51,21.97,20.04
3397,ScottishPowerLtd,1990,10000,UnitedKingdomGlasgow,1.0,HeavyIndustryandEngineering,2.1,30.60,5.78,284.0,2.5,2.2,2.1,34.47,65.53,9.20,19.77,19.46
3398,Light,1905,5000,BrazilRiodeJaneiro,1.0,HeavyIndustryandEngineering,2.1,34.96,4.94,363.0,2.4,2.0,2.1,57.50,42.50,15.48,32.44,21.72
3400,ComEd,1907,10000,UnitedStatesIllinoisChicago,1.0,HeavyIndustryandEngineering,2.1,26.05,5.9,565.0,2.0,2.0,2.1,46.08,53.92,16.18,25.12,19.88
3401,OsakaGasCoLtd,1897,10001,JapanOsaka,1.0,HeavyIndustryandEngineering,2.0,33.74,5.87,165.0,2.6,2.2,2.0,34.98,65.02,8.40,22.63,23.18
3402,AGL,1837,5000,AustraliaMelbourne,1.0,HeavyIndustryandEngineering,2.0,31.26,7.08,201.0,1.9,1.6,2.0,42.82,57.18,7.32,24.58,21.92
3445,Parker,1917,10001,UnitedStatesOhioCleveland,1.0,HeavyIndustryandEngineering,1.1,51.61,3.84,207.0,1.3,1.1,1.1,27.16,72.84,16.48,28.99,21.56
3447,MININGCOM,2011,1000,UnitedStatesNevadaWinnemucca,75.0,HeavyIndustryandEngineering,1.1,71.30,1.68,61.0,1.3,1.2,1.1,33.93,66.07,16.14,28.46,19.33
3448,TataSteelLimited,1907,10001,IndiaMumbai,500.0,HeavyIndustryandEngineering,1.0,25.10,6.01,470.0,1.6,1.2,1.0,46.14,53.86,47.61,32.00,9.62
3450,MetallProfil,1996,5000,RussiaMoscow,500.0,HeavyIndustryandEngineering,875.5,61.80,2.1,63.0,541.6,454.1,875.5,53.59,46.41,15.42,36.02,19.92
3452,ArcelorMittalSA,2006,10001,LuxembourgLuxembourg,1.0,HeavyIndustryandEngineering,797.5,51.72,3.52,182.0,879.8,792.6,797.5,38.73,61.27,18.82,31.53,21.47
